"base_country_code","base_country_name","base_lat","base_long","base_country_wb_income","base_country_wb_region","target_country_code","target_country_name","target_lat","target_long","target_country_wb_income","target_country_wb_region","year","value"
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","lu","Luxembourg",49.815273,6.129583,"High Income","Europe & Central Asia","2015",0.04
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","mk","Macedonia, FYR",41.608635,21.745275,"Upper Middle Income","Europe & Central Asia","2015",0.17
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","my","Malaysia",4.210484,101.975766,"Upper Middle Income","East Asia & Pacific","2015",0.74
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","mt","Malta",35.937496,14.375416,"High Income","Middle East & North Africa","2015",0.03
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","mu","Mauritius",-20.348404,57.552152,"Upper Middle Income","Sub-Saharan Africa","2015",0.11
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","mx","Mexico",23.634501,-102.552784,"Upper Middle Income","Latin America & Caribbean","2015",0.12
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ma","Morocco",31.791702,-7.09262,"Lower Middle Income","Middle East & North Africa","2015",0.76
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","mm","Myanmar",21.913965,95.956223,"Lower Middle Income","East Asia & Pacific","2015",-0.22
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","np","Nepal",28.394857,84.124008,"Low Income","South Asia","2015",0.22
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","nl","Netherlands",52.132633,5.291266,"High Income","Europe & Central Asia","2015",1.02
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","nz","New Zealand",-40.900557,174.885971,"High Income","East Asia & Pacific","2015",-0.25
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ng","Nigeria",9.081999,8.675277,"Lower Middle Income","Sub-Saharan Africa","2015",1.36
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","no","Norway",60.472024,8.468946,"High Income","Europe & Central Asia","2015",0.14
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","om","Oman",21.512583,55.923255,"High Income","Middle East & North Africa","2015",2.11
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","pk","Pakistan",30.375321,69.345116,"Lower Middle Income","South Asia","2015",23.63
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ph","Philippines",12.879721,121.774017,"Lower Middle Income","East Asia & Pacific","2015",10.91
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","pl","Poland",51.919438,19.145136,"High Income","Europe & Central Asia","2015",0.54
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","pt","Portugal",39.399872,-8.224454,"High Income","Europe & Central Asia","2015",0.57
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","qa","Qatar",25.354826,51.183884,"High Income","Middle East & North Africa","2015",2.38
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ro","Romania",45.943161,24.96676,"Upper Middle Income","Europe & Central Asia","2015",2.15
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","sa","Saudi Arabia",23.885942,45.079162,"High Income","Middle East & North Africa","2015",2.44
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","rs","Serbia",44.016521,21.005859,"Upper Middle Income","Europe & Central Asia","2015",0.66
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","sg","Singapore",1.352083,103.819836,"High Income","East Asia & Pacific","2015",1.47
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","sk","Slovak Republic",48.669026,19.699024,"High Income","Europe & Central Asia","2015",0.04
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","za","South Africa",-30.559482,22.937506,"Upper Middle Income","Sub-Saharan Africa","2015",2.45
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","es","Spain",40.463667,-3.74922,"High Income","Europe & Central Asia","2015",1.23
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","lk","Sri Lanka",7.873054,80.771797,"Lower Middle Income","South Asia","2015",1.37
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","sd","Sudan",12.862807,30.217636,"Lower Middle Income","Sub-Saharan Africa","2015",0.69
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","se","Sweden",60.128161,18.643501,"High Income","Europe & Central Asia","2015",0
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","2015",0.8
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","sy","Syrian Arab Republic",34.802075,38.996815,"Low Income","Middle East & North Africa","2015",1.01
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","tw","Taiwan, China",23.69781,120.960515,"High Income","East Asia & Pacific","2015",0
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","tz","Tanzania",-6.369028,34.888822,"Low Income","Sub-Saharan Africa","2015",0.04
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","th","Thailand",15.870032,100.992541,"Upper Middle Income","East Asia & Pacific","2015",0.12
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","tn","Tunisia",33.886917,9.537499,"Lower Middle Income","Middle East & North Africa","2015",0.31
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","tr","Turkey",38.963745,35.243322,"Upper Middle Income","Europe & Central Asia","2015",1.17
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ug","Uganda",1.373333,32.290275,"Low Income","Sub-Saharan Africa","2015",0.16
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ua","Ukraine",48.379433,31.16558,"Lower Middle Income","Europe & Central Asia","2015",1.39
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","gb","United Kingdom",55.378051,-3.435973,"High Income","Europe & Central Asia","2015",12.41
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","us","United States",37.09024,-95.712891,"High Income","North America","2015",17
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","uz","Uzbekistan",41.377491,64.585262,"Lower Middle Income","Europe & Central Asia","2015",0.23
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ve","Venezuela, RB",6.42375,-66.58973,"Upper Middle Income","Latin America & Caribbean","2015",0.11
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","vn","Vietnam",14.058324,108.277199,"Lower Middle Income","East Asia & Pacific","2015",-0.06
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ps","West Bank and Gaza",31.952162,35.233154,"Lower Middle Income","Middle East & North Africa","2015",0.79
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","ye","Yemen, Rep.",15.552727,48.516388,"Low Income","Middle East & North Africa","2015",0.19
"ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","zw","Zimbabwe",-19.015438,29.154857,"Low Income","Sub-Saharan Africa","2015",0.32
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","au","Australia",-25.274398,133.775136,"High Income","East Asia & Pacific","2015",2.18
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","2015",3.36
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","ca","Canada",56.130366,-106.346771,"High Income","North America","2015",-1.01
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","cn","China",35.86166,104.195397,"Upper Middle Income","East Asia & Pacific","2015",2.63
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","fr","France",46.227638,2.213749,"High Income","Europe & Central Asia","2015",2.74
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","de","Germany",51.165691,10.451526,"High Income","Europe & Central Asia","2015",0.56
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","in","India",20.593684,78.96288,"Lower Middle Income","South Asia","2015",3.47
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","id","Indonesia",-0.789275,113.921327,"Lower Middle Income","East Asia & Pacific","2015",0.45
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","ir","Iran, Islamic Rep.",32.427908,53.688046,"Upper Middle Income","Middle East & North Africa","2015",0.22
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","iq","Iraq",33.223191,43.679291,"Upper Middle Income","Middle East & North Africa","2015",-3.36
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","it","Italy",41.87194,12.56738,"High Income","Europe & Central Asia","2015",2.69
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","kw","Kuwait",29.31166,47.481766,"High Income","Middle East & North Africa","2015",-1.01
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","nl","Netherlands",52.132633,5.291266,"High Income","Europe & Central Asia","2015",1.34
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","pk","Pakistan",30.375321,69.345116,"Lower Middle Income","South Asia","2015",3.86
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","za","South Africa",-30.559482,22.937506,"Upper Middle Income","Sub-Saharan Africa","2015",2.97
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","es","Spain",40.463667,-3.74922,"High Income","Europe & Central Asia","2015",0.84
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","se","Sweden",60.128161,18.643501,"High Income","Europe & Central Asia","2015",-0.06
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","tr","Turkey",38.963745,35.243322,"Upper Middle Income","Europe & Central Asia","2015",0.84
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","2015",-2.57
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","gb","United Kingdom",55.378051,-3.435973,"High Income","Europe & Central Asia","2015",-1.57
"af","Afghanistan",33.93911,67.709953,"Low Income","South Asia","us","United States",37.09024,-95.712891,"High Income","North America","2015",-12.03
"al","Albania",41.153332,20.168331,"Upper Middle Income","Europe & Central Asia","be","Belgium",50.503887,4.469936,"High Income","Europe & Central Asia","2015",-0.5
"al","Albania",41.153332,20.168331,"Upper Middle Income","Europe & Central Asia","br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","2015",0.6
"al","Albania",41.153332,20.168331,"Upper Middle Income","Europe & Central Asia","ca","Canada",56.130366,-106.346771,"High Income","North America","2015",-1.35
"al","Albania",41.153332,20.168331,"Upper Middle Income","Europe & Central Asia","cn","China",35.86166,104.195397,"Upper Middle Income","East Asia & Pacific","2015",2.84
"al","Albania",41.153332,20.168331,"Upper Middle Income","Europe & Central Asia","fr","France",46.227638,2.213749,"High Income","Europe & Central Asia","2015",0.1
"al","Albania",41.153332,20.168331,"Upper Middle Income","Europe & Central Asia","de","Germany",51.165691,10.451526,"High Income","Europe & Central Asia","2015",-3.84
"al","Albania",41.153332,20.168331,"Upper Middle Income","Europe & Central Asia","gr","Greece",39.074208,21.824312,"High Income","Europe & Central Asia","2015",0.05
"al","Albania",41.153332,20.168331,"Upper Middle Income","Europe & Central Asia","in","India",20.593684,78.96288,"Lower Middle Income","South Asia","2015",-0.65
"al","Albania",41.153332,20.168331,"Upper Middle Income","Europe & Central Asia","it","Italy",41.87194,12.56738,"High Income","Europe & Central Asia","2015",2.99
"al","Albania",41.153332,20.168331,"Upper Middle Income","Europe & Central Asia","nl","Netherlands",52.132633,5.291266,"High Income","Europe & Central Asia","2015",-0.1
"al","Albania",41.153332,20.168331,"Upper Middle Income","Europe & Central Asia","ch","Switzerland",46.818188,8.227512,"High Income","Europe & Central Asia","2015",-0.35
"al","Albania",41.153332,20.168331,"Upper Middle Income","Europe & Central Asia","tr","Turkey",38.963745,35.243322,"Upper Middle Income","Europe & Central Asia","2015",0
"al","Albania",41.153332,20.168331,"Upper Middle Income","Europe & Central Asia","gb","United Kingdom",55.378051,-3.435973,"High Income","Europe & Central Asia","2015",-1.89
"al","Albania",41.153332,20.168331,"Upper Middle Income","Europe & Central Asia","us","United States",37.09024,-95.712891,"High Income","North America","2015",6.88
"am","Armenia",40.069099,45.038189,"Upper Middle Income","Europe & Central Asia","ca","Canada",56.130366,-106.346771,"High Income","North America","2015",-2.81
"am","Armenia",40.069099,45.038189,"Upper Middle Income","Europe & Central Asia","fr","France",46.227638,2.213749,"High Income","Europe & Central Asia","2015",-1.41
"am","Armenia",40.069099,45.038189,"Upper Middle Income","Europe & Central Asia","de","Germany",51.165691,10.451526,"High Income","Europe & Central Asia","2015",-6.93
"am","Armenia",40.069099,45.038189,"Upper Middle Income","Europe & Central Asia","ir","Iran, Islamic Rep.",32.427908,53.688046,"Upper Middle Income","Middle East & North Africa","2015",-0.4
"am","Armenia",40.069099,45.038189,"Upper Middle Income","Europe & Central Asia","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","2015",-2.51
"am","Armenia",40.069099,45.038189,"Upper Middle Income","Europe & Central Asia","gb","United Kingdom",55.378051,-3.435973,"High Income","Europe & Central Asia","2015",0
"am","Armenia",40.069099,45.038189,"Upper Middle Income","Europe & Central Asia","us","United States",37.09024,-95.712891,"High Income","North America","2015",-3.31
"ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa","br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","2015",7.76
"ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa","ca","Canada",56.130366,-106.346771,"High Income","North America","2015",0.38
"ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa","cn","China",35.86166,104.195397,"Upper Middle Income","East Asia & Pacific","2015",0.71
"ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa","fr","France",46.227638,2.213749,"High Income","Europe & Central Asia","2015",3.52
"ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa","in","India",20.593684,78.96288,"Lower Middle Income","South Asia","2015",1.76
"ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa","id","Indonesia",-0.789275,113.921327,"Lower Middle Income","East Asia & Pacific","2015",-0.08
"ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa","it","Italy",41.87194,12.56738,"High Income","Europe & Central Asia","2015",0.59
"ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa","na","Namibia",-22.95764,18.49041,"Upper Middle Income","Sub-Saharan Africa","2015",3.52
"ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa","ng","Nigeria",9.081999,8.675277,"Lower Middle Income","Sub-Saharan Africa","2015",0.71
"ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa","pt","Portugal",39.399872,-8.224454,"High Income","Europe & Central Asia","2015",23.24
"ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa","za","South Africa",-30.559482,22.937506,"Upper Middle Income","Sub-Saharan Africa","2015",3.94
"ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa","es","Spain",40.463667,-3.74922,"High Income","Europe & Central Asia","2015",0.5
"ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa","ae","United Arab Emirates",23.424076,53.847818,"High Income","Middle East & North Africa","2015",0.13
"ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa","gb","United Kingdom",55.378051,-3.435973,"High Income","Europe & Central Asia","2015",5.2
"ao","Angola",-11.202692,17.873887,"Lower Middle Income","Sub-Saharan Africa","us","United States",37.09024,-95.712891,"High Income","North America","2015",22.1
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","au","Australia",-25.274398,133.775136,"High Income","East Asia & Pacific","2015",-0.3
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","at","Austria",47.516231,14.550072,"High Income","Europe & Central Asia","2015",-0.01
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","be","Belgium",50.503887,4.469936,"High Income","Europe & Central Asia","2015",-0.01
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","bo","Bolivia",-16.290154,-63.588653,"Lower Middle Income","Latin America & Caribbean","2015",-0.03
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","br","Brazil",-14.235004,-51.92528,"Upper Middle Income","Latin America & Caribbean","2015",0.18
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","ca","Canada",56.130366,-106.346771,"High Income","North America","2015",-0.02
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","cl","Chile",-35.675147,-71.542969,"High Income","Latin America & Caribbean","2015",-0.98
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","cn","China",35.86166,104.195397,"Upper Middle Income","East Asia & Pacific","2015",0.05
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","co","Colombia",4.570868,-74.297333,"Upper Middle Income","Latin America & Caribbean","2015",-0.37
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","cr","Costa Rica",9.748917,-83.753428,"Upper Middle Income","Latin America & Caribbean","2015",-0.08
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","dk","Denmark",56.26392,9.501785,"High Income","Europe & Central Asia","2015",-0.06
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","do","Dominican Republic",18.735693,-70.162651,"Upper Middle Income","Latin America & Caribbean","2015",-0.03
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","ec","Ecuador",-1.831239,-78.183406,"Upper Middle Income","Latin America & Caribbean","2015",-0.13
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","fr","France",46.227638,2.213749,"High Income","Europe & Central Asia","2015",-0.25
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","de","Germany",51.165691,10.451526,"High Income","Europe & Central Asia","2015",-0.35
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","in","India",20.593684,78.96288,"Lower Middle Income","South Asia","2015",0.04
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","ie","Ireland",53.41291,-8.24389,"High Income","Europe & Central Asia","2015",-0.16
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","il","Israel",31.046051,34.851612,"High Income","Middle East & North Africa","2015",-0.08
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","it","Italy",41.87194,12.56738,"High Income","Europe & Central Asia","2015",-0.05
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","mx","Mexico",23.634501,-102.552784,"Upper Middle Income","Latin America & Caribbean","2015",-0.42
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","nl","Netherlands",52.132633,5.291266,"High Income","Europe & Central Asia","2015",-0.13
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","nz","New Zealand",-40.900557,174.885971,"High Income","East Asia & Pacific","2015",-0.23
"ar","Argentina",-38.416097,-63.616672,"High Income","Latin America & Caribbean","pa","Panama",8.537981,-80.782127,"High Income","Latin America & Caribbean","2015",-0.13
